0,1,6.32349,0.206979
0,1,6.29952,0.206215
0,1,6.3915,0.205328
0,1,6.4025,0.20571
0,1,6.30124,0.20579
0,1,6.2845,0.206406
0,1,6.25062,0.204971
0,1,6.43201,0.206439
0,1,6.33649,0.205486
0,1,6.35547,0.205464
1000,1,20.4808,0.208343
1000,1,20.4572,0.207328
1000,1,20.6897,0.205503
1000,1,20.4194,0.208068
1000,1,20.4454,0.205916
1000,1,20.4526,0.207449
1000,1,20.4745,0.206829
1000,1,20.5934,0.207772
1000,1,20.4285,0.207955
1000,1,20.7046,0.207308
10000,1,147.501,0.207327
10000,1,147.446,0.206713
10000,1,147.469,0.205813
10000,1,148.094,0.206915
10000,1,148.023,0.205444
10000,1,147.446,0.206737
10000,1,147.446,0.205564
10000,1,147.512,0.205913
10000,1,147.468,0.205488
10000,1,148.215,0.205631
0,2,8.66102,0.214705
0,2,8.68912,0.2141
0,2,8.92456,0.215039
0,2,8.63909,0.215575
0,2,8.66921,0.213447
0,2,8.71572,0.215963
0,2,9.32559,0.214445
0,2,8.68587,0.216072
0,2,9.32961,0.215956
0,2,8.79174,0.213244
1000,2,13.6634,0.213698
1000,2,13.4565,0.230242
1000,2,13.5538,0.213757
1000,2,13.5433,0.212609
1000,2,13.5979,0.213643
1000,2,14.0233,0.231899
1000,2,13.4098,0.21291
1000,2,13.5938,0.213751
1000,2,13.5786,0.214291
1000,2,13.7525,0.213008
10000,2,77.7675,0.212584
10000,2,77.9798,0.214164
10000,2,78.0116,0.213507
10000,2,78.0612,0.21269
10000,2,77.9431,0.212914
10000,2,78.0668,0.213142
10000,2,78.0823,0.214339
10000,2,77.7386,0.213383
10000,2,77.9948,0.216768
10000,2,78.0648,0.214673
0,4,14.1145,0.22918
0,4,14.0134,0.236554
0,4,13.5149,0.228567
0,4,14.0397,0.218643
0,4,14.002,0.221759
0,4,14.0219,0.226846
0,4,14.2859,0.220683
0,4,13.5436,0.220176
0,4,13.8804,0.227773
0,4,13.841,0.222293
1000,4,16.5436,0.220666
1000,4,16.5536,0.224642
1000,4,16.6477,0.222163
1000,4,16.9101,0.222811
1000,4,17.5661,0.223583
1000,4,16.6957,0.223684
1000,4,16.5781,0.22669
1000,4,16.7575,0.2244
1000,4,16.4052,0.229141
1000,4,16.7423,0.225416
10000,4,44.9163,0.227822
10000,4,44.7205,0.217249
10000,4,44.6706,0.225824
10000,4,45.0061,0.227497
10000,4,44.6015,0.224324
10000,4,44.7155,0.224108
10000,4,44.8313,0.220958
10000,4,45.3759,0.22574
10000,4,45.1732,0.22837
10000,4,45.204,0.22347
0,8,20.3105,0.224821
0,8,18.1489,0.223766
0,8,18.2243,0.223173
0,8,19.1821,0.223228
0,8,19.612,0.223094
0,8,19.9236,0.235469
0,8,18.9548,0.219
0,8,20.2341,0.223742
0,8,19.9352,0.222951
0,8,18.9673,0.216146
1000,8,16.1924,0.223458
1000,8,16.4963,0.226568
1000,8,15.9418,0.223282
1000,8,16.8627,0.232586
1000,8,16.5912,0.222627
1000,8,16.3648,0.232021
1000,8,16.9372,0.22863
1000,8,16.472,0.232601
1000,8,16.4095,0.230362
1000,8,16.4493,0.220535
10000,8,26.8101,0.231496
10000,8,27.1385,0.225452
10000,8,26.4759,0.230589
10000,8,26.7677,0.228019
10000,8,26.9814,0.225445
10000,8,26.8574,0.224457
10000,8,26.8408,0.226857
10000,8,27.0578,0.228201
10000,8,26.9572,0.228421
10000,8,26.8331,0.228075
0,12,24.6337,0.233061
0,12,27.9755,0.230616
0,12,28.2321,0.220584
0,12,23.9051,0.226711
0,12,26.7124,0.231708
0,12,25.1367,0.220757
0,12,28.3402,0.230419
0,12,27.4157,0.231884
0,12,28.326,0.23021
0,12,27.7082,0.221599
1000,12,24.3899,0.219863
1000,12,28.0678,0.22822
1000,12,25.7051,0.228114
1000,12,27.7405,0.226636
1000,12,23.7541,0.224314
1000,12,23.6265,0.221214
1000,12,25.6267,0.228987
1000,12,24.565,0.216323
1000,12,28.0115,0.226721
1000,12,27.6425,0.228498
10000,12,24.112,0.220862
10000,12,24.4072,0.226388
10000,12,24.5741,0.222274
10000,12,24.295,0.224404
10000,12,25.3014,0.225502
10000,12,24.5344,0.225196
10000,12,24.8522,0.231151
10000,12,24.576,0.225892
10000,12,24.6244,0.231287
10000,12,24.1165,0.216972
0,16,30.8982,0.232523
0,16,32.0485,0.222618
0,16,37.2574,0.236632
0,16,27.7125,0.232799
0,16,31.1461,0.235148
0,16,31.8767,0.232633
0,16,31.5156,0.222405
0,16,28.4825,0.225984
0,16,30.1622,0.233646
0,16,30.1497,0.22613
1000,16,29.8433,0.233657
1000,16,29.2826,0.229844
1000,16,27.4248,0.220935
1000,16,29.7346,0.23331
1000,16,31.0829,0.223156
1000,16,38.0987,0.224036
1000,16,30.6823,0.232597
1000,16,27.6848,0.233268
1000,16,31.5658,0.228815
1000,16,29.8538,0.220942
10000,16,28.1694,0.231713
10000,16,28.7639,0.23585
10000,16,28.6108,0.229247
10000,16,29.2231,0.229943
10000,16,29.1302,0.235625
10000,16,29.2353,0.22397
10000,16,28.1381,0.225463
10000,16,29.4081,0.223716
10000,16,29.069,0.223701
10000,16,28.8194,0.228427
0,20,49.6778,0.232848
0,20,45.7955,0.231893
0,20,45.8238,0.228217
0,20,40.3396,0.230077
0,20,47.4278,0.229647
0,20,49.0052,0.234599
0,20,49.722,0.22683
0,20,42.0035,0.230071
0,20,47.6561,0.228184
0,20,49.6191,0.226539
1000,20,49.6011,0.23041
1000,20,47.5615,0.230846
1000,20,46.2663,0.223432
1000,20,41.9062,0.235697
1000,20,42.8742,0.22891
1000,20,42.6263,0.230824
1000,20,39.8909,0.227344
1000,20,43.0562,0.227242
1000,20,47.182,0.231076
1000,20,37.5961,0.222147
10000,20,34.6947,0.226579
10000,20,35.3522,0.231801
10000,20,33.7483,0.231067
10000,20,34.0441,0.221727
10000,20,34.8064,0.224963
10000,20,36.5603,0.226186
10000,20,36.2916,0.230803
