0,1,6.11489,2.26311e-07,0.205731
0,1,5.99565,2.33762e-07,0.205235
0,1,5.88826,1.98372e-07,0.205731
0,1,6.10817,1.39698e-07,0.208329
0,1,6.01098,2.18861e-07,0.204322
0,1,6.05524,1.57394e-07,0.203632
0,1,6.20524,2.93367e-07,0.205328
0,1,5.98811,2.06754e-07,0.203989
0,1,6.08623,2.30037e-07,0.204088
0,1,5.8823,2.09548e-07,0.205047
1000,1,20.4252,2.15136e-07,0.207439
1000,1,20.3357,2.10479e-07,0.205791
1000,1,20.4204,2.29105e-07,0.204893
1000,1,20.2849,2.12342e-07,0.204659
1000,1,20.4199,1.35973e-07,0.204638
1000,1,20.2661,2.09548e-07,0.205598
1000,1,20.4527,2.12342e-07,0.20459
1000,1,20.2339,2.16998e-07,0.204261
1000,1,20.2063,2.28174e-07,0.205137
1000,1,20.3533,2.03028e-07,0.205304
10000,1,147.77,2.57045e-07,0.207489
10000,1,147.761,2.03028e-07,0.207683
10000,1,148.287,2.63564e-07,0.207422
10000,1,147.861,2.61702e-07,0.206391
10000,1,147.738,2.6077e-07,0.206677
10000,1,147.979,2.65427e-07,0.206952
10000,1,148.547,2.54251e-07,0.206842
10000,1,147.771,2.27243e-07,0.206837
10000,1,147.701,1.80677e-07,0.206776
10000,1,148.008,2.12342e-07,0.207618
0,2,5.10193,0.111784,0.214396
0,2,5.1189,0.111439,0.21557
0,2,5.11965,0.112378,0.216012
0,2,5.2828,0.112659,0.214985
0,2,5.27847,0.111589,0.213699
0,2,5.42112,0.112567,0.215439
0,2,5.20411,0.12135,0.213027
0,2,5.21509,0.112157,0.215048
0,2,5.71486,0.112969,0.216303
0,2,5.28546,0.112285,0.216837
1000,2,12.2867,0.111566,0.214339
1000,2,12.4614,0.122152,0.213511
1000,2,12.3191,0.111394,0.21472
1000,2,12.4251,0.11242,0.216987
1000,2,12.4123,0.112733,0.215359
1000,2,12.4607,0.112368,0.215014
1000,2,12.36,0.112791,0.215343
1000,2,12.4436,0.111903,0.216523
1000,2,12.455,0.112363,0.216352
1000,2,12.5009,0.112428,0.214066
10000,2,77.2293,0.114097,0.211384
10000,2,77.3729,0.116461,0.213714
10000,2,77.4968,0.114265,0.212544
10000,2,77.3869,0.115351,0.213754
10000,2,77.1724,0.111861,0.21345
10000,2,77.3104,0.122079,0.213105
10000,2,77.4938,0.112013,0.214055
10000,2,77.3369,0.118732,0.209294
10000,2,77.3617,0.114634,0.211362
10000,2,77.5032,0.108199,0.211309
0,4,9.89095,0.332833,0.208841
0,4,11.1389,0.346105,0.207358
0,4,10.8819,0.350131,0.209411
0,4,9.74999,0.343153,0.206565
0,4,11.0461,0.344847,0.207126
0,4,9.50231,0.327777,0.209115
0,4,10.8449,0.353747,0.206341
0,4,11.2346,0.353231,0.209401
0,4,11.3377,0.340042,0.212059
0,4,11.2028,0.345234,0.209288
1000,4,11.2954,0.367248,0.214429
1000,4,11.5297,0.358553,0.216848
1000,4,11.6837,0.362245,0.217993
1000,4,11.3218,0.367508,0.219385
1000,4,11.6505,0.37232,0.220692
1000,4,11.5187,0.37088,0.218683
1000,4,11.3366,0.370845,0.218996
1000,4,11.6347,0.366358,0.226431
1000,4,11.6777,0.373468,0.218795
1000,4,11.4984,0.387712,0.217912
10000,4,42.7448,0.317365,0.215419
10000,4,42.9793,0.312796,0.214494
10000,4,43.0576,0.324883,0.216773
10000,4,42.9889,0.322476,0.215411
10000,4,43.2898,0.307376,0.213765
10000,4,42.8534,0.324525,0.21523
10000,4,43.238,0.314918,0.215815
10000,4,42.8649,0.3256,0.217913
10000,4,43.0638,0.314413,0.212787
10000,4,42.4814,0.304034,0.213327
0,8,16.1575,0.513334,0.207984
0,8,16.1055,0.516893,0.207825
0,8,15.967,0.532395,0.210078
0,8,16.6292,0.522454,0.210351
0,8,16.4319,0.529891,0.209979
0,8,16.295,0.611502,0.206872
0,8,16.352,0.512005,0.209401
0,8,15.9181,0.559068,0.211429
0,8,16.4539,0.515904,0.210335
0,8,15.9744,0.516332,0.21142
1000,8,10.3432,0.596423,0.224595
1000,8,10.951,0.588026,0.2156
1000,8,11.0508,0.597566,0.215517
1000,8,10.5209,0.59401,0.215635
1000,8,10.8749,0.604121,0.215623
1000,8,10.9693,0.597944,0.211791
1000,8,10.6234,0.603768,0.213419
1000,8,10.4166,0.633542,0.22204
1000,8,10.5555,0.617604,0.214224
1000,8,10.1938,0.603855,0.215779
10000,8,24.8037,0.595356,0.21468
10000,8,24.6498,0.601605,0.217646
10000,8,24.6208,0.587795,0.214892
10000,8,24.8544,0.600739,0.2157
10000,8,24.5366,0.594982,0.217495
10000,8,25.0679,0.596859,0.217596
10000,8,24.7753,0.610726,0.218257
10000,8,24.4813,0.616054,0.219297
10000,8,24.6858,0.597524,0.213935
10000,8,24.6365,0.583583,0.216317
0,12,22.6162,0.646483,0.206701
0,12,22.3574,0.640428,0.211885
0,12,24.1927,0.647174,0.210069
0,12,22.3781,0.647746,0.212465
0,12,23.7914,0.651043,0.212383
0,12,23.7531,0.635071,0.213272
0,12,22.027,0.647489,0.211648
0,12,23.9053,0.646998,0.209413
0,12,21.7159,0.597656,0.211534
0,12,23.0211,0.653871,0.209801
1000,12,22.121,0.622848,0.209374
1000,12,19.6177,0.664633,0.21346
1000,12,20.7512,0.593412,0.213867
1000,12,22.4681,0.667122,0.213552
1000,12,22.0134,0.650291,0.207011
1000,12,20.2889,0.666261,0.208476
1000,12,22.5082,0.63786,0.209167
1000,12,22.3232,0.649932,0.21235
1000,12,20.2734,0.64728,0.213397
1000,12,22.5946,0.711133,0.208383
10000,12,19.4156,0.770998,0.220579
10000,12,18.8771,0.736044,0.215075
10000,12,19.3748,0.740174,0.217791
10000,12,19.2869,0.771076,0.216353
10000,12,19.1378,0.731847,0.214793
