/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,0,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,1000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,1,10000,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,0,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,1000,5,OK
/opt/SPMcode/A2/filelist.txt,2,10000,5,OK
/opt/SPMcode/A2/filelist.txt,2,10000,5,OK
/opt/SPMcode/A2/filelist.txt,2,10000,5,OK
