1,27,0,10000,8324.96,14.277,2.298
4,24,0,10000,7555.31,33.59,2.33
14,14,0,10000,9408.92,45.185,6.501
1,27,0,10000,8288.86,13.594,2.415
4,24,0,10000,7460.54,31.742,2.438
14,14,0,10000,9554.35,37.965,5.771
1,27,0,10000,8340.42,14.035,2.352
4,24,0,10000,7558.5,32.93,2.446
14,14,0,10000,9663.86,41.759,5.963
1,27,0,10000,8341.71,14.236,2.479
4,24,0,10000,7520.77,33.169,2.387
14,14,0,10000,9439.87,47.878,6.135
1,27,0,10000,8135.73,13.363,2.318
4,24,0,10000,7334.1,31.366,2.484
14,14,0,10000,9427.36,44.784,4.725
1,27,0,10000,8117.99,14.517,2.643
4,24,0,10000,7508.7,33.267,2.434
14,14,0,10000,9469.89,43.401,5.875
1,27,0,10000,8408.59,14.552,2.415
4,24,0,10000,7517.52,33.556,2.576
14,14,0,10000,9426.48,47.143,6.194
1,27,0,10000,8345.61,13.766,2.393
4,24,0,10000,7594.04,31.992,2.487
14,14,0,10000,9462.11,47.244,6.158
1,27,0,10000,8314.93,14.252,2.317
4,24,0,10000,7385.17,33.157,2.669
14,14,0,10000,9443.85,48.316,6.195
1,27,0,10000,8305.53,14.16,2.399
4,24,0,10000,7499.21,33.784,2.464
14,14,0,10000,9437.47,47.687,6.8
