512,1,0,1000,65,-1,65.7104,65.5785
512,1,0,1000,65,-1,65.6898,65.5616
512,1,0,1000,65,-1,65.6929,65.5645
512,1,0,1000,65,-1,65.693,65.5624
512,1,0,1000,65,-1,65.6931,65.563
512,1,0,1000,65,-1,65.6934,65.5597
512,1,0,1000,65,-1,65.6953,65.5627
512,1,0,1000,65,-1,65.6916,65.5632
512,1,0,1000,65,-1,65.6928,65.5622
512,1,0,1000,65,-1,65.6927,65.5625
512,4,0,1000,65,-1,16.6639,17.5689
512,4,0,1000,65,-1,16.6628,17.5681
512,4,0,1000,65,-1,16.6625,17.5652
512,4,0,1000,65,-1,16.6633,17.5643
512,4,0,1000,65,-1,16.6659,17.57
512,4,0,1000,65,-1,16.663,17.5691
512,4,0,1000,65,-1,16.6656,17.5664
512,4,0,1000,65,-1,16.663,17.5658
512,4,0,1000,65,-1,16.6631,17.5687
512,4,0,1000,65,-1,16.6632,17.5688
512,8,0,1000,65,-1,8.51948,9.35004
512,8,0,1000,65,-1,8.51965,9.34955
512,8,0,1000,65,-1,8.5201,9.3498
512,8,0,1000,65,-1,8.51955,9.35016
512,8,0,1000,65,-1,8.52046,9.35017
512,8,0,1000,65,-1,8.51943,9.35074
512,8,0,1000,65,-1,8.51966,9.35023
512,8,0,1000,65,-1,8.51946,9.35007
512,8,0,1000,65,-1,8.51968,9.34995
512,8,0,1000,65,-1,8.52048,9.34988
512,12,0,1000,65,-1,5.81377,6.53024
512,12,0,1000,65,-1,5.8148,6.54141
512,12,0,1000,65,-1,5.81443,6.53016
512,12,0,1000,65,-1,5.81445,6.52993
512,12,0,1000,65,-1,5.81503,6.53006
512,12,0,1000,65,-1,5.81393,6.53292
512,12,0,1000,65,-1,5.81497,6.53158
512,12,0,1000,65,-1,5.81391,6.53026
512,12,0,1000,65,-1,5.81405,6.53013
512,12,0,1000,65,-1,5.81464,6.53995
512,16,0,1000,65,-1,4.47448,5.11163
512,16,0,1000,65,-1,4.47473,5.11247
512,16,0,1000,65,-1,4.4749,5.11241
512,16,0,1000,65,-1,4.47458,5.11156
512,16,0,1000,65,-1,4.47456,5.11279
512,16,0,1000,65,-1,4.47566,5.11283
512,16,0,1000,65,-1,4.47478,5.11241
512,16,0,1000,65,-1,4.47401,5.11156
512,16,0,1000,65,-1,4.47514,5.1119
512,16,0,1000,65,-1,4.47458,5.11243
512,20,0,1000,65,-1,3.67161,4.26146
512,20,0,1000,65,-1,3.67172,4.26072
512,20,0,1000,65,-1,3.67032,4.26124
512,20,0,1000,65,-1,3.67359,4.26564
512,20,0,1000,65,-1,3.67095,4.26109
512,20,0,1000,65,-1,3.67146,4.26058
512,20,0,1000,65,-1,3.67247,4.26486
512,20,0,1000,65,-1,3.67283,4.26405
512,20,0,1000,65,-1,3.67157,4.26086
512,20,0,1000,65,-1,3.6727,4.26503
512,24,0,1000,65,-1,3.14387,3.6671
512,24,0,1000,65,-1,3.1425,3.66732
512,24,0,1000,65,-1,3.14177,3.66715
